REPORTING_PERIOD,YOA,CURRENCY_CODE,DURG_CLASS,EarnedEPI,EPILeft,LODCMD_Pct,Renewals_Pct
2006Q3,1998,CCY_1,DURG_8,2729505.488,0,0.91588785,0.626168224
2006Q3,1998,CCY_1,DURG_9,1480804.643,0,0,0.676470588
2006Q3,1998,CCY_1,DURG_6,5102319.423,0,0.923339012,0.60306644
2006Q3,1998,CCY_1,DURG_1,11723106.29,0,0,0.757062147
2006Q3,1998,CCY_1,DURG_7,20884951.16,0,0.37593985,0.62406015
2006Q3,1998,CCY_1,DURG_3,1953718.337,0,0.307692308,0.626373626
2006Q3,1998,CCY_1,DURG_4,18648284.66,0,1,0.832451499
2006Q3,1999,CCY_1,DURG_5,3711340.364,0,0.637362637,0.802197802
2006Q3,1999,CCY_1,DURG_10,1612526.162,0,0.892086331,0.539568345
2006Q3,1999,CCY_1,DURG_8,3106783.953,0,0.91011236,0.539325843
2006Q3,1999,CCY_1,DURG_9,1539703.729,0,0,0.612903226
2006Q3,1999,CCY_1,DURG_6,6087786.365,0,0.936096718,0.561312608
2006Q3,1999,CCY_1,DURG_1,11320920.18,0,0,0.772222222
2006Q3,1999,CCY_1,DURG_7,5407176.434,0,0.310077519,0.666666667
2006Q3,1999,CCY_1,DURG_3,2729706.306,0,0.39,0.67
2006Q3,1999,CCY_1,DURG_4,16214652.97,0,1,0.885454545
2006Q3,1999,CCY_1,DURG_2,13834.06875,0,1,0
2006Q3,2000,CCY_1,DURG_5,3393860.841,0,0.702702703,0.648648649
2006Q3,2000,CCY_1,DURG_10,2682169.871,0,0.9,0.592307692
2006Q3,2000,CCY_1,DURG_8,1849035.806,0,0.93495935,0.398373984
2006Q3,2000,CCY_1,DURG_9,2299129.935,0,0,0.71875
2006Q3,2000,CCY_1,DURG_6,35072458.81,0,0.967615309,0.336604514
2006Q3,2000,CCY_1,DURG_1,17747786.43,0,0,0.783333333
2006Q3,2000,CCY_1,DURG_7,6041862.934,0,0.273584906,0.698113208
2006Q3,2000,CCY_1,DURG_3,7789115.946,0,0.264705882,0.519607843
2006Q3,2000,CCY_1,DURG_4,17791644.75,0,1,0.84418146
2006Q3,2000,CCY_1,DURG_2,418106.5012,0,1,0
2006Q3,2001,CCY_1,DURG_5,4625009.266,0,0.734939759,0.638554217
2006Q3,2001,CCY_1,DURG_10,4105379.181,0,0.893939394,0.434343434
2006Q3,2001,CCY_1,DURG_8,5151958.109,0,0.826771654,0.42519685
2006Q3,2001,CCY_1,DURG_9,5262126.621,0,0,0.769230769
2006Q3,2001,CCY_1,DURG_6,61248803.95,0,0.972018654,0.385076616
2006Q3,2001,CCY_1,DURG_1,36793101.92,0,0,0.686170213
2006Q3,2001,CCY_1,DURG_7,10379554.85,0,0.25,0.695652174
2006Q3,2001,CCY_1,DURG_3,10971163.38,0,0.275362319,0.485507246
2006Q3,2001,CCY_1,DURG_4,25852839.8,0,1,0.858
2006Q3,2001,CCY_1,DURG_2,800829.5864,0,1,0.536585366
2006Q3,2002,CCY_1,DURG_5,7264377.059,0,0.701030928,0.608247423
2006Q3,2002,CCY_1,DURG_10,4260900.354,0,0.933628319,0.420353982
2006Q3,2002,CCY_1,DURG_8,8162527.699,0,0.895522388,0.305970149
2006Q3,2002,CCY_1,DURG_9,7695444.846,0,0.16,0.72
2006Q3,2002,CCY_1,DURG_6,90321515.59,0,0.974547234,0.355849241
2006Q3,2002,CCY_1,DURG_1,80080344.4,0,0.143518519,0.671296296
2006Q3,2002,CCY_1,DURG_7,19966609.5,0,0.337209302,0.686046512
2006Q3,2002,CCY_1,DURG_3,25507228.7,0,0.381294964,0.561151079
2006Q3,2002,CCY_1,DURG_4,39029291.29,0,1,0.789473684
2006Q3,2002,CCY_1,DURG_2,809708,0,1,0.472222222
2006Q3,2003,CCY_1,DURG_5,7075510.921,0,0.720720721,0.612612613
2006Q3,2003,CCY_1,DURG_10,7988974.736,0,0.949450549,0.336263736
2006Q3,2003,CCY_1,DURG_8,7297085.964,0,0.8125,0.401785714
2006Q3,2003,CCY_1,DURG_9,16151576.56,0,0.068965517,0.896551724
2006Q3,2003,CCY_1,DURG_6,112044963.4,0,0.975440222,0.503707136
2006Q3,2003,CCY_1,DURG_1,125110134.5,0,0.202970297,0.821782178
2006Q3,2003,CCY_1,DURG_7,26599486.49,0,0.316455696,0.873417722
2006Q3,2003,CCY_1,DURG_3,31052013.88,0,0.433333333,0.626666667
2006Q3,2003,CCY_1,DURG_4,41343998.05,0,1,0.057471264
2006Q3,2003,CCY_1,DURG_2,561775.5764,0,1,0
2006Q3,2004,CCY_1,DURG_5,8515833.449,1481.988007,0.745762712,0.627118644
2006Q3,2004,CCY_1,DURG_10,9431427.909,0,0.961016949,0.527118644
2006Q3,2004,CCY_1,DURG_8,8504257.953,0,0.8359375,0.4765625
2006Q3,2004,CCY_1,DURG_9,19755749.02,0,0.176470588,0.852941176
2006Q3,2004,CCY_1,DURG_6,66326502.45,3667.602726,0.971268395,0.66152768
2006Q3,2004,CCY_1,DURG_1,109475086.2,0,0.107954545,0.869318182
2006Q3,2004,CCY_1,DURG_7,25569268.58,0,0.19047619,0.841269841
2006Q3,2004,CCY_1,DURG_3,33003377.01,0,0.324786325,0.829059829
2006Q3,2004,CCY_1,DURG_4,39696221.49,0,1,0.010245902
2006Q3,2004,CCY_1,DURG_2,1221497.931,0,1,0.027027027
2006Q3,2005,CCY_1,DURG_5,8515633.742,264977.3922,0.713043478,0.704347826
2006Q3,2005,CCY_1,DURG_10,10283290.38,954023.3165,0.970760234,0.545321637
2006Q3,2005,CCY_1,DURG_8,9534642.05,738130.2204,0.864197531,0.444444444
2006Q3,2005,CCY_1,DURG_9,25871935.52,177924.2146,0.268292683,0.951219512
2006Q3,2005,CCY_1,DURG_6,73376290.03,9568842.905,0.972989564,0.615101289
2006Q3,2005,CCY_1,DURG_1,128101172.1,1200819.188,0.08045977,0.959770115
2006Q3,2005,CCY_1,DURG_7,28708652.97,378256.9599,0.235294118,0.823529412
2006Q3,2005,CCY_1,DURG_3,23207469.19,1543863.879,0.421568627,0.725490196
2006Q3,2005,CCY_1,DURG_4,58883959.75,217061.7369,1,0.697201018
2006Q3,2005,CCY_1,DURG_2,1347743.223,2076.016648,1,0.941176471
2006Q3,2006,CCY_1,DURG_5,3370367.53,8580615.207,0.598214286,0.6875
2006Q3,2006,CCY_1,DURG_10,2206939.266,8783929.446,0.959546926,0.569579288
2006Q3,2006,CCY_1,DURG_8,2865716.342,7003277.727,0.829457364,0.558139535
2006Q3,2006,CCY_1,DURG_9,10660207.68,19490054.76,0.292682927,0.87804878
2006Q3,2006,CCY_1,DURG_6,17265574.48,69624652.43,0.976011994,0.538230885
2006Q3,2006,CCY_1,DURG_1,65596363.1,131482826.8,0.141104294,0.883435583
2006Q3,2006,CCY_1,DURG_7,8968358.752,24667072.3,0.173076923,0.942307692
2006Q3,2006,CCY_1,DURG_3,12518184.51,17352820.21,0.405797101,0.826086957
2006Q3,2006,CCY_1,DURG_4,20380051.18,73752263.96,1,0.727959698
2006Q3,2006,CCY_1,DURG_2,489868.6416,641050.0655,1,0.310344828
2006Q4,1993,CCY_1,DURG_5,2299256.959,0,0.319727891,0.802721088
2006Q4,1993,CCY_1,DURG_10,3690234.517,0,0.959885387,0.467048711
2006Q4,1993,CCY_1,DURG_8,5126443.083,0,0.967611336,0.526315789
2006Q4,1993,CCY_1,DURG_9,5399702.454,0,0,0.548387097
2006Q4,1993,CCY_1,DURG_6,99349263.3,0,0.897364771,0.418862691
2006Q4,1993,CCY_1,DURG_1,231012.1214,0,0,0.333333333
2006Q4,1993,CCY_1,DURG_7,557887.6796,0,0.060606061,0.818181818
2006Q4,1993,CCY_1,DURG_3,3251753.381,0,0,0.725663717
2006Q4,1994,CCY_1,DURG_5,2289165.429,0,0.487179487,0.602564103
2006Q4,1994,CCY_1,DURG_10,3970288.994,0,0.961651917,0.480825959
2006Q4,1994,CCY_1,DURG_8,15014068.06,0,0.968871595,0.525291829
2006Q4,1994,CCY_1,DURG_9,701009.4565,0,0,0.666666667
2006Q4,1994,CCY_1,DURG_6,14724674.62,0,0.951530612,0.3125
2006Q4,1994,CCY_1,DURG_1,5441213.457,0,0,0.681818182
2006Q4,1994,CCY_1,DURG_7,793460.5658,0,0.208333333,0.5
2006Q4,1994,CCY_1,DURG_3,2489256.789,0,0.073529412,0.75
2006Q4,1995,CCY_1,DURG_5,1663869.72,0,0.694214876,0.41322314
2006Q4,1995,CCY_1,DURG_10,5242213.491,0,0.958208955,0.591044776
2006Q4,1995,CCY_1,DURG_8,6305144.591,0,0.950207469,0.518672199
2006Q4,1995,CCY_1,DURG_9,1460023.317,0,0,0.388888889
2006Q4,1995,CCY_1,DURG_6,10916079.49,0,0.960446247,0.393509128
2006Q4,1995,CCY_1,DURG_1,11473431.92,0,0,0.656716418
2006Q4,1995,CCY_1,DURG_7,1187676.224,0,0.486486486,0.432432432
2006Q4,1995,CCY_1,DURG_3,2016682.139,0,0.095238095,0.793650794
2006Q4,1995,CCY_1,DURG_4,634407.6895,0,1,1
2006Q4,1996,CCY_1,DURG_5,3770651.35,0,0.615384615,0.544871795
2006Q4,1996,CCY_1,DURG_10,3557868.024,0,0.950191571,0.61302682
2006Q4,1996,CCY_1,DURG_8,6138842.258,0,0.933014354,0.56937799
2006Q4,1996,CCY_1,DURG_9,2428529.594,0,0,0.538461538
2006Q4,1996,CCY_1,DURG_6,13972625.73,0,0.953093812,0.471057884
2006Q4,1996,CCY_1,DURG_1,20459681.41,0,0,0.393700787
2006Q4,1996,CCY_1,DURG_7,4229054.319,0,0.41025641,0.397435897
2006Q4,1996,CCY_1,DURG_3,1634407.409,0,0.180722892,0.530120482
2006Q4,1996,CCY_1,DURG_4,21203897.68,0,1,0.779109589
2006Q4,1997,CCY_1,DURG_5,3731136.815,0,0.609756098,0.676829268
2006Q4,1997,CCY_1,DURG_10,2368178.591,0,0.904522613,0.638190955
2006Q4,1997,CCY_1,DURG_8,3222838.602,0,0.941520468,0.643274854
2006Q4,1997,CCY_1,DURG_9,1635936.074,0,0,0.6
2006Q4,1997,CCY_1,DURG_6,6993416.874,0,0.92987013,0.525974026
2006Q4,1997,CCY_1,DURG_1,11647245.25,0,0,0.575418994
2006Q4,1997,CCY_1,DURG_7,5679082.691,0,0.417322835,0.456692913
2006Q4,1997,CCY_1,DURG_3,2012790.43,0,0.24691358,0.666666667
2006Q4,1997,CCY_1,DURG_4,22704466.09,0,1,0.790322581
2006Q4,1998,CCY_1,DURG_5,4039989.721,0,0.656,0.752
2006Q4,1998,CCY_1,DURG_10,1277847.491,0,0.908256881,0.834862385
2006Q4,1998,CCY_1,DURG_8,2729505.488,0,0.91588785,0.626168224
2006Q4,1998,CCY_1,DURG_9,1480804.643,0,0,0.676470588
2006Q4,1998,CCY_1,DURG_6,5102319.423,0,0.923339012,0.60306644
2006Q4,1998,CCY_1,DURG_1,11723106.29,0,0,0.757062147
2006Q4,1998,CCY_1,DURG_7,20884951.16,0,0.37593985,0.62406015
2006Q4,1998,CCY_1,DURG_3,1953718.337,0,0.307692308,0.626373626
2006Q4,1998,CCY_1,DURG_4,18648284.66,0,1,0.832451499
2006Q4,1999,CCY_1,DURG_5,3711340.364,0,0.637362637,0.802197802
2006Q4,1999,CCY_1,DURG_10,1612526.162,0,0.892086331,0.539568345
2006Q4,1999,CCY_1,DURG_8,3106783.953,0,0.91011236,0.539325843
2006Q4,1999,CCY_1,DURG_9,1539703.729,0,0,0.612903226
2006Q4,1999,CCY_1,DURG_6,6087786.365,0,0.936096718,0.561312608
2006Q4,1999,CCY_1,DURG_1,11320920.18,0,0,0.772222222
2006Q4,1999,CCY_1,DURG_7,5407176.434,0,0.310077519,0.666666667
2006Q4,1999,CCY_1,DURG_3,2729706.306,0,0.39,0.67
2006Q4,1999,CCY_1,DURG_4,16214652.97,0,1,0.885454545
2006Q4,1999,CCY_1,DURG_2,13834.06875,0,1,0
2006Q4,2000,CCY_1,DURG_5,3393860.841,0,0.702702703,0.648648649
2006Q4,2000,CCY_1,DURG_10,2682169.871,0,0.9,0.592307692
2006Q4,2000,CCY_1,DURG_8,1849035.806,0,0.93495935,0.398373984
2006Q4,2000,CCY_1,DURG_9,2299129.935,0,0,0.71875
2006Q4,2000,CCY_1,DURG_6,35072458.81,0,0.967615309,0.336604514
2006Q4,2000,CCY_1,DURG_1,17747786.43,0,0,0.783333333
2006Q4,2000,CCY_1,DURG_7,6041862.934,0,0.273584906,0.698113208
2006Q4,2000,CCY_1,DURG_3,7789115.946,0,0.264705882,0.519607843
2006Q4,2000,CCY_1,DURG_4,17791644.75,0,1,0.84418146
2006Q4,2000,CCY_1,DURG_2,418106.5012,0,1,0
2006Q4,2001,CCY_1,DURG_5,4507842.965,0,0.734939759,0.638554217
2006Q4,2001,CCY_1,DURG_10,4099492,0,0.893939394,0.434343434
2006Q4,2001,CCY_1,DURG_8,5151958.109,0,0.826771654,0.42519685
2006Q4,2001,CCY_1,DURG_9,5262126.621,0,0,0.769230769
2006Q4,2001,CCY_1,DURG_6,61248803.95,0,0.972018654,0.385076616
2006Q4,2001,CCY_1,DURG_1,36793101.92,0,0,0.686170213
2006Q4,2001,CCY_1,DURG_7,10379554.85,0,0.25,0.695652174
2006Q4,2001,CCY_1,DURG_3,10971163.38,0,0.275362319,0.485507246
2006Q4,2001,CCY_1,DURG_4,25852839.8,0,1,0.858
2006Q4,2001,CCY_1,DURG_2,800829.5864,0,1,0.536585366
2006Q4,2002,CCY_1,DURG_5,7264377.059,0,0.701030928,0.608247423
2006Q4,2002,CCY_1,DURG_10,4260900.354,0,0.933628319,0.420353982
2006Q4,2002,CCY_1,DURG_8,8162527.699,0,0.895522388,0.305970149
2006Q4,2002,CCY_1,DURG_9,7695444.846,0,0.16,0.72
2006Q4,2002,CCY_1,DURG_6,90321515.59,0,0.974547234,0.355849241
2006Q4,2002,CCY_1,DURG_1,80080344.4,0,0.143518519,0.671296296
2006Q4,2002,CCY_1,DURG_7,19966609.5,0,0.337209302,0.686046512
2006Q4,2002,CCY_1,DURG_3,25507228.7,0,0.381294964,0.561151079
2006Q4,2002,CCY_1,DURG_4,39029291.29,0,1,0.789473684
2006Q4,2002,CCY_1,DURG_2,809708,0,1,0.472222222
2006Q4,2003,CCY_1,DURG_5,7075510.921,0,0.720720721,0.612612613
2006Q4,2003,CCY_1,DURG_10,7988974.736,0,0.949450549,0.336263736
2006Q4,2003,CCY_1,DURG_8,7297085.964,0,0.8125,0.401785714
2006Q4,2003,CCY_1,DURG_9,16151576.56,0,0.068965517,0.896551724
2006Q4,2003,CCY_1,DURG_6,112044963.4,0,0.975440222,0.503707136
2006Q4,2003,CCY_1,DURG_1,125110134.5,0,0.202970297,0.821782178
2006Q4,2003,CCY_1,DURG_7,26636129.04,0,0.316455696,0.873417722
2006Q4,2003,CCY_1,DURG_3,31052013.88,0,0.433333333,0.626666667
2006Q4,2003,CCY_1,DURG_4,41343998.05,0,1,0.057471264
2006Q4,2003,CCY_1,DURG_2,561775.5764,0,1,0
2006Q4,2004,CCY_1,DURG_5,8517315.437,0,0.745762712,0.627118644
2006Q4,2004,CCY_1,DURG_10,9631158.15,0,0.961016949,0.527118644
2006Q4,2004,CCY_1,DURG_8,8627186.57,0,0.830769231,0.469230769
2006Q4,2004,CCY_1,DURG_9,18767639.09,0,0.176470588,0.852941176
2006Q4,2004,CCY_1,DURG_6,66050766.46,654.2231484,0.971248247,0.661290323
2006Q4,2004,CCY_1,DURG_1,108230824,0,0.107954545,0.869318182
2006Q4,2004,CCY_1,DURG_7,25514632.42,0,0.19047619,0.841269841
2006Q4,2004,CCY_1,DURG_3,32746800.65,0,0.324786325,0.829059829
2006Q4,2004,CCY_1,DURG_4,39696221.49,0,1,0.010245902
2006Q4,2004,CCY_1,DURG_2,1221497.931,0,1,0.027027027
2006Q4,2005,CCY_1,DURG_5,8373570.686,86409.54285,0.713043478,0.704347826
2006Q4,2005,CCY_1,DURG_10,11263716.71,262258.4527,0.970760234,0.545321637
2006Q4,2005,CCY_1,DURG_8,9909306.068,214241.0368,0.864197531,0.444444444
2006Q4,2005,CCY_1,DURG_9,25142427.31,16136.09922,0.268292683,0.951219512
2006Q4,2005,CCY_1,DURG_6,79069227.5,3632407.485,0.973006135,0.615337423
2006Q4,2005,CCY_1,DURG_1,132699465.6,303366.6278,0.08045977,0.959770115
2006Q4,2005,CCY_1,DURG_7,28930682.59,105297.9215,0.235294118,0.823529412
2006Q4,2005,CCY_1,DURG_3,26151959.03,550576.0508,0.421568627,0.725490196
2006Q4,2005,CCY_1,DURG_4,59087456.75,13564.74165,1,0.697201018
2006Q4,2005,CCY_1,DURG_2,1349819.24,0,1,0.941176471
2006Q4,2006,CCY_1,DURG_5,5924813.066,6393132.246,0.62992126,0.677165354
2006Q4,2006,CCY_1,DURG_10,4779274.221,8496450.189,0.960509554,0.560509554
2006Q4,2006,CCY_1,DURG_8,5430429.084,5696192.842,0.837349398,0.548192771
2006Q4,2006,CCY_1,DURG_9,17866003.97,12328028.42,0.260869565,0.869565217
2006Q4,2006,CCY_1,DURG_6,37166564.53,73382498.9,0.980909601,0.522740034
2006Q4,2006,CCY_1,DURG_1,106841757,80908657.94,0.149425287,0.890804598
2006Q4,2006,CCY_1,DURG_7,15220309.24,16033065.34,0.178571429,0.946428571
2006Q4,2006,CCY_1,DURG_3,19569199.88,15943844.9,0.419753086,0.827160494
2006Q4,2006,CCY_1,DURG_4,43689827.07,49952554.89,1,0.7225
2006Q4,2006,CCY_1,DURG_2,779120.4168,352379.1482,1,0.310344828
2006Q4,2007,CCY_1,DURG_5,0,4414622.649,0.421052632,1
2006Q4,2007,CCY_1,DURG_10,0,176464.4309,1,1
2006Q4,2007,CCY_1,DURG_8,0,194322.1125,0.666666667,0.916666667
2006Q4,2007,CCY_1,DURG_9,0,12510265.64,0.384615385,1
2006Q4,2007,CCY_1,DURG_6,0,4192841.345,0.951612903,0.677419355
2006Q4,2007,CCY_1,DURG_1,0,104530978,0.081632653,0.959183673
2006Q4,2007,CCY_1,DURG_7,0,6844796.578,0.090909091,1
2006Q4,2007,CCY_1,DURG_3,0,20562721.98,0.111111111,1
2006Q4,2007,CCY_1,DURG_4,0,28337281.94,1,0.892473118
2006Q4,2007,CCY_1,DURG_2,0,987602.9864,1,0.6
2007Q1,1993,CCY_1,DURG_5,2299256.959,0,0.319727891,0.802721088
2007Q1,1993,CCY_1,DURG_10,3690234.517,0,0.959885387,0.467048711
2007Q1,1993,CCY_1,DURG_8,5126443.083,0,0.967611336,0.526315789
2007Q1,1993,CCY_1,DURG_9,5399702.454,0,0,0.548387097
2007Q1,1993,CCY_1,DURG_6,99349263.3,0,0.897364771,0.418862691
2007Q1,1993,CCY_1,DURG_1,231012.1214,0,0,0.333333333
2007Q1,1993,CCY_1,DURG_7,557887.6796,0,0.060606061,0.818181818
2007Q1,1993,CCY_1,DURG_3,3251753.381,0,0,0.725663717
2007Q1,1994,CCY_1,DURG_5,2289165.429,0,0.487179487,0.602564103
2007Q1,1994,CCY_1,DURG_10,3970288.994,0,0.961651917,0.480825959
2007Q1,1994,CCY_1,DURG_8,15014068.06,0,0.968871595,0.525291829
2007Q1,1994,CCY_1,DURG_9,701009.4565,0,0,0.666666667
2007Q1,1994,CCY_1,DURG_6,14724674.62,0,0.951530612,0.3125
2007Q1,1994,CCY_1,DURG_1,5441213.457,0,0,0.681818182
2007Q1,1994,CCY_1,DURG_7,793460.5658,0,0.208333333,0.5
2007Q1,1994,CCY_1,DURG_3,2489256.789,0,0.073529412,0.75
2007Q1,1995,CCY_1,DURG_5,1663869.72,0,0.694214876,0.41322314
2007Q1,1995,CCY_1,DURG_10,5242213.491,0,0.958208955,0.591044776
2007Q1,1995,CCY_1,DURG_8,6305144.591,0,0.950207469,0.518672199
2007Q1,1995,CCY_1,DURG_9,1460023.317,0,0,0.388888889
2007Q1,1995,CCY_1,DURG_6,10916079.49,0,0.960446247,0.393509128
2007Q1,1995,CCY_1,DURG_1,11473431.92,0,0,0.656716418
2007Q1,1995,CCY_1,DURG_7,1187676.224,0,0.486486486,0.432432432
2007Q1,1995,CCY_1,DURG_3,2016682.139,0,0.095238095,0.793650794
2007Q1,1995,CCY_1,DURG_4,634407.6895,0,1,1
2007Q1,1996,CCY_1,DURG_5,3770651.35,0,0.615384615,0.544871795
2007Q1,1996,CCY_1,DURG_10,3557868.024,0,0.950191571,0.61302682
2007Q1,1996,CCY_1,DURG_8,6138842.258,0,0.933014354,0.56937799
2007Q1,1996,CCY_1,DURG_9,2428529.594,0,0,0.538461538
2007Q1,1996,CCY_1,DURG_6,13972625.73,0,0.953093812,0.471057884
2007Q1,1996,CCY_1,DURG_1,20459681.41,0,0,0.393700787
2007Q1,1996,CCY_1,DURG_7,4229054.319,0,0.41025641,0.397435897
2007Q1,1996,CCY_1,DURG_3,1634407.409,0,0.180722892,0.530120482
2007Q1,1996,CCY_1,DURG_4,21203897.68,0,1,0.779109589
2007Q1,1997,CCY_1,DURG_5,3731136.815,0,0.609756098,0.676829268
2007Q1,1997,CCY_1,DURG_10,2368178.591,0,0.904522613,0.638190955
2007Q1,1997,CCY_1,DURG_8,3222838.602,0,0.941520468,0.643274854
2007Q1,1997,CCY_1,DURG_9,1635936.074,0,0,0.6
2007Q1,1997,CCY_1,DURG_6,6993416.874,0,0.92987013,0.525974026
2007Q1,1997,CCY_1,DURG_1,11647245.25,0,0,0.575418994
2007Q1,1997,CCY_1,DURG_7,5679082.691,0,0.417322835,0.456692913
2007Q1,1997,CCY_1,DURG_3,2012790.43,0,0.24691358,0.666666667
2007Q1,1997,CCY_1,DURG_4,22704466.09,0,1,0.790322581
2007Q1,1998,CCY_1,DURG_5,4039989.721,0,0.656,0.752
2007Q1,1998,CCY_1,DURG_10,1277847.491,0,0.908256881,0.834862385
2007Q1,1998,CCY_1,DURG_8,2729505.488,0,0.91588785,0.626168224
2007Q1,1998,CCY_1,DURG_9,1480804.643,0,0,0.676470588
2007Q1,1998,CCY_1,DURG_6,5102319.423,0,0.923339012,0.60306644
2007Q1,1998,CCY_1,DURG_1,11723106.29,0,0,0.757062147
2007Q1,1998,CCY_1,DURG_7,20884951.16,0,0.37593985,0.62406015
2007Q1,1998,CCY_1,DURG_3,1953718.337,0,0.307692308,0.626373626
2007Q1,1998,CCY_1,DURG_4,18648284.66,0,1,0.832451499
2007Q1,1999,CCY_1,DURG_5,3711340.364,0,0.637362637,0.802197802
2007Q1,1999,CCY_1,DURG_10,1612526.162,0,0.892086331,0.539568345
2007Q1,1999,CCY_1,DURG_8,3106783.953,0,0.91011236,0.539325843
2007Q1,1999,CCY_1,DURG_9,1539703.729,0,0,0.612903226
2007Q1,1999,CCY_1,DURG_6,6087786.365,0,0.936096718,0.561312608
2007Q1,1999,CCY_1,DURG_1,11320920.18,0,0,0.772222222
2007Q1,1999,CCY_1,DURG_7,5407176.434,0,0.310077519,0.666666667
2007Q1,1999,CCY_1,DURG_3,2729706.306,0,0.39,0.67
2007Q1,1999,CCY_1,DURG_4,16214652.97,0,1,0.885454545
2007Q1,1999,CCY_1,DURG_2,13834.06875,0,1,0
2007Q1,2000,CCY_1,DURG_5,3393860.841,0,0.702702703,0.648648649
2007Q1,2000,CCY_1,DURG_10,2682169.871,0,0.9,0.592307692
2007Q1,2000,CCY_1,DURG_8,1849035.806,0,0.93495935,0.398373984
2007Q1,2000,CCY_1,DURG_9,2299129.935,0,0,0.71875
2007Q1,2000,CCY_1,DURG_6,35072458.81,0,0.967615309,0.336604514
2007Q1,2000,CCY_1,DURG_1,17747786.43,0,0,0.783333333
2007Q1,2000,CCY_1,DURG_7,6041862.934,0,0.273584906,0.698113208
2007Q1,2000,CCY_1,DURG_3,7789115.946,0,0.264705882,0.519607843
2007Q1,2000,CCY_1,DURG_4,17791644.75,0,1,0.84418146
2007Q1,2000,CCY_1,DURG_2,418106.5012,0,1,0
2007Q1,2001,CCY_1,DURG_5,4507842.965,0,0.734939759,0.638554217
2007Q1,2001,CCY_1,DURG_10,4095177.318,0,0.893939394,0.434343434
